Sentiment,News Headline,clean_text,sentiment_encoded
neutral,Uponor has initiated actions to attempt to recover the cost of the replacement program from the supplier of the clamps as well as its insurance company .,uponor initiated action attempt recover cost replacement program supplier clamp well insurance company,1
neutral,Uponor maintains its full-year guidance for 2010 .,uponor maintains fullyear guidance,1
neutral,"Utah 's capital wanted to be the next U.S. headquarters of Amer Sports Corp. , a ski-equipment company .",utah capital wanted next u headquarters amer sport corp skiequipment company,1
neutral,"Vaisala Oyj Stock exchange release 26.03.2010 klo 09.00 1 ( 1 ) The Annual General Meeting of Vaisala Oyj decided on March 25 , 2010 to approve the Company 's annual accounts for 2009 .",vaisala oyj stock exchange release klo annual general meeting vaisala oyj decided march approve company annual account,1
neutral,We are pleased to invite you to join M-real 's international conference call at 3:00 p.m. EET .,pleased invite join mreal international conference call pm eet,1
positive,"We warmly welcome him to Satama '' , states Jussi Lansio , chairman of the Board .",warmly welcome satama state jussi lansio chairman board,2
neutral,Veracel is preparing an appeal in the issue and has asked the court for clarification of the judgement .,veracel preparing appeal issue asked court clarification judgement,1
neutral,What would you like to see changed on Nokia 's next attempt ?,would like see changed nokia next attempt,1
neutral,"When completed , the 120-meter Watchtower will be the highest building in Ireland .",completed meter watchtower highest building ireland,1
neutral,"Viking will pay EUR 130 million for the new ship , which will be completed in January 2008 .",viking pay eur million new ship completed january,1
neutral,"With the Basware Connectivity services , companies gain visibility to an audit trail that can be traced from order to goods delivery and invoice .",basware connectivity service company gain visibility audit trail traced order good delivery invoice,1
neutral,"www.countryelements.co.uk Designed by Patricia Burt , this is just one of a selection of distinctive hooked rugs created with recycled materials and dyed natural dyes .",wwwcountryelementscouk designed patricia burt one selection distinctive hooked rug created recycled material dyed natural dye,1
neutral,You are warmly welcome !,warmly welcome,1
neutral,Approval by shareholders of Cencorp in accordance with Finnish law .,approval shareholder cencorp accordance finnish law,1
neutral,"Tikkurila has an interesting growth strategy , which we support .",tikkurila interesting growth strategy support,1
neutral,ASSA ABLOY Kaupthing Bank gave a ` neutral ' recommendation and a share price target of 174 crowns $ 24.7 - 19 euro on Swedish lock maker Assa Abloy AB .,assa abloy kaupthing bank gave neutral recommendation share price target crown euro swedish lock maker assa abloy ab,1
positive,"` Ruukki has experience of logistics construction , competence in project management and also has the best references in terms of steel frame production and installation , ' says Onodi Stefan , General Manager of Arxikon Construction Company SRL , which is Ruukki 's customer .",ruukki experience logistics construction competence project management also best reference term steel frame production installation say onodi stefan general manager arxikon construction company srl ruukki customer,2
neutral,` The investment in Matka-Vekka has been reasonable for investors in CapMan funds . ',investment matkavekka reasonable investor capman fund,1
neutral,"`` As a part of the Eseries business promise , the Nokia E50 has been equipped with a variety of email solutions in a small and stylised package , '' said Dave Grannan , general manager , Enterprise Solutions , Nokia .",part eseries business promise nokia e equipped variety email solution small stylised package said dave grannan general manager enterprise solution nokia,1
neutral,"`` As defences mature , attackers develop Trojans that are equipped with content filters to detect online banking activity for capturing account details using methods such as form grabbing , screen shots , video captures , keylogging and injection of form fields .",defence mature attacker develop trojan equipped content filter detect online banking activity capturing account detail using method form grabbing screen shot video capture keylogging injection form field,1
positive,`` I warmly welcome Michael Frei to Outotec .,warmly welcome michael frei outotec,2
neutral,`` Nokia is just interested in bring Nokia to the market . '',nokia interested bring nokia market,1
neutral,`` Our aim is to understand different traffic patterns based on the use of each building .,aim understand different traffic pattern based use building,1
neutral,`` Our approach is very much to only use raw materials that are produced in line with the principles of sustainable development .,approach much use raw material produced line principle sustainable development,1
neutral,`` Our Vaalipalvelu-service was especially developed for use by communities and organizations .,vaalipalveluservice especially developed use community organization,1
neutral,`` Rapala is excited to be partnering with RBFF and other industry leaders on this holiday promotion . '',rapala excited partnering rbff industry leader holiday promotion,1
neutral,`` Small well targeted acquisitions have played an important role in executing Satama 's strategy in the past couple of years .,small well targeted acquisition played important role executing satama strategy past couple year,1
neutral,`` Social networking and location-based service trends comprise a significant share of the Internet traffic today and are appealing to MID users .,social networking locationbased service trend comprise significant share internet traffic today appealing mid user,1
positive,"`` The acquisition of Sampo Bank makes strategic sense for DB , '' says Lindsey Liddell , director of Fitch Ratings 's Financial Institutions Group .",acquisition sampo bank make strategic sense db say lindsey liddell director fitch rating financial institution group,2
neutral,"`` The bond gathered subscriptions from some 400 investors and the issued amount can be considered substantial taking into account the main target group -- retail investors , '' Citycon CFO Eero Sihvonen said .",bond gathered subscription investor issued amount considered substantial taking account main target group retail investor citycon cfo eero sihvonen said,1
positive,`` The CHF is a great product .,chf great product,2
neutral,`` The flex is a small price to pay for happy lenders . '',flex small price pay happy lender,1
neutral,"`` The industry is coming to an interesting fork in the road as both handset manufacturers and wireless carriers attempt to serve as the portal for Web-based service to your wireless handset , '' he wrote .",industry coming interesting fork road handset manufacturer wireless carrier attempt serve portal webbased service wireless handset wrote,1
positive,"`` The Intel Atom processor has had tremendous success in the marketplace since its launch over 2 years ago , '' said Pankaj Kedia , director of global ecosystem programs for Intel Corp. 's Ultra Mobility Group .",intel atom processor tremendous success marketplace since launch year ago said pankaj kedia director global ecosystem program intel corp ultra mobility group,2
neutral,"`` Tom Doring has a long and successful career in the drives business , and he knows the American market .",tom doring long successful career drive business know american market,1
positive,"`` We have significant experience in smartphone functionality , in the development of mobile Internet services , and in uniting the two into a smooth user experience .",significant experience smartphone functionality development mobile internet service uniting two smooth user experience,2
neutral,`` With this new version it is very important for us to introduce a BIM process that is based on the detailed building information model .,new version important u introduce bim process based detailed building information model,1
neutral,18:30 Dinner The conference program can also be viewed as a live audio webcast through the internet pages at www.citycon.com .,dinner conference program also viewed live audio webcast internet page wwwcityconcom,1
neutral,"3G data subscribers are also helping to maintain these growth levels , since data-only subscriptions push for more multiple SIM ownership .",g data subscriber also helping maintain growth level since dataonly subscription push multiple sim ownership,1
neutral,6 October 2010 - Finnish paints and coatings company Tikkurila Oyj HEL : TIK1V announced today the launch of Tikkurila ProHouse method for protection of wooden surfaces via treatment with Ultra Pro waterborne products .,october finnish paint coating company tikkurila oyj hel tikv announced today launch tikkurila prohouse method protection wooden surface via treatment ultra pro waterborne product,1
neutral,A CUT ABOVE Bring the outdoors in with these birch-branch coasters .,cut bring outdoors birchbranch coaster,1
neutral,"A downloadable instruction sheet , instructional video , and project ideas for the award-winning Everywhere Punch TM Window System can be found at www.fiskars.com .",downloadable instruction sheet instructional video project idea awardwinning everywhere punch tm window system found wwwfiskarscom,1
positive,A new Kveyt light variety of Suomalainen Pekoni marketed under the Atria brand name is now available to consumers in Finland .,new kveyt light variety suomalainen pekoni marketed atrium brand name available consumer finland,2
neutral,A PLUMBING business has announced it is sponsoring a professional darts player .,plumbing business announced sponsoring professional dart player,1
positive,A realignment of interests in the sector is clearly under way .,realignment interest sector clearly way,2
neutral,"A. Le Coq Special was developed for the bicentenary of the company and the trade mark , the brewer said .",le coq special developed bicentenary company trade mark brewer said,1
neutral,Estimations indicate that even up to 170 different tablet computers or reading devices will be available in 2011 .,estimation indicate even different tablet computer reading device available,1
positive,"Finnish construction company YIT Corporation is planning to build about 200 high-quality holiday homes near the Tahko ski and spa resort , in Finland .",finnish construction company yit corporation planning build highquality holiday home near tahko ski spa resort finland,2
neutral,"After piloting , the instrument will be further developed according to the experiences gained .",piloting instrument developed according experience gained,1
neutral,"And when it has lifted the veil on the various types of customer for which it designs its phones , the result is social stereotyping taken to a fine art .",lifted veil various type customer design phone result social stereotyping taken fine art,1
neutral,Another noticeable thing is that the search for Tata and Airtel brands was mostly related to ` broadband connections ' .,another noticeable thing search tata airtel brand mostly related broadband connection,1
neutral,As an overall effect of the above-mentioned measures Glaston will recognize non-recurring expenses of EUR 12 million in the fourth quarter of 2008 .,overall effect abovementioned measure glaston recognize nonrecurring expense eur million fourth quarter,1
neutral,Aspo has also investigated the sales opportunities of Kaukomarkkinat 's electronics business .,aspo also investigated sale opportunity kaukomarkkinat electronics business,1
positive,"At a press conference , Lattelecom board chairman Nils Melngailis explained that Blackstone had been chosen for its experience in the IT sector as well as its financial strength .",press conference lattelecom board chairman nil melngailis explained blackstone chosen experience sector well financial strength,2
neutral,"At the beginning of the subscription period on May 2 , 2006 the share subscription price under B option right is EUR 10.22 per share .",beginning subscription period may share subscription price b option right eur per share,1
neutral,"Back then , Tikkurila 's former owner , Finnish chemicals company Kemira Oyj HEL : KRA1V , distributed an 86 % stake to Kemira shareholders to facilitate the divestment and listing of Tikkurila .",back tikkurila former owner finnish chemical company kemira oyj hel krav distributed stake kemira shareholder facilitate divestment listing tikkurila,1
neutral,"Based on negotiations with personnel , some 20 % have indicated their willingness to move to the new location .",based negotiation personnel indicated willingness move new location,1
neutral,BG Crane has a strong customer base in the on-road load handling and related installation and service businesses .,bg crane strong customer base onroad load handling related installation service business,1
neutral,Both Mr Walden and Mr Ignatius will be responsible also for the newspapers ' business result .,mr walden mr ignatius responsible also newspaper business result,1
neutral,Capitex Kalmar will continue to be responsible for the maintenance and technical development of the services .,capitex kalmar continue responsible maintenance technical development service,1
neutral,"Cathay Forest 's strategy is to develop sustainable , regenerative forest assets .",cathay forest strategy develop sustainable regenerative forest asset,1
neutral,Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC glass reinforced concrete fabrication process .,change asbuilt model design communicated subcontractor accommodate steel grc glass reinforced concrete fabrication process,1
neutral,"Chargers manufactured under the new platform are suitable for mobile phones , navigators , digital cameras , Bluetooth head sets , media players and other electronic devices .",charger manufactured new platform suitable mobile phone navigator digital camera bluetooth head set medium player electronic device,1
positive,"com , and we are constantly planning new ways to serve our customers online on a more comprehensive basis , '' says Matti Leminen , President of Anttila Oy .",com constantly planning new way serve customer online comprehensive basis say matti leminen president anttila oy,2
neutral,"Currently , YIT builds a housing estate Zapadnye Vorota 26,000 square metres in the city and a house 9,910 square metres , which will be completed at the end of 2009 .",currently yit build housing estate zapadnye vorota square metre city house square metre completed end,1
neutral,Customers in a wide range of industries use our stainless steel and services worldwide .,customer wide range industry use stainless steel service worldwide,1
neutral,Delivery will start immediately in June 2008 and will be completed in 2008 .,delivery start immediately june completed,1
neutral,"Demonstrations of the broad capabilities of the Mobility Business Suite will be organized during the 3GSM World Congress in Barcelona , from February 12th to 15th .",demonstration broad capability mobility business suite organized gsm world congress barcelona february th th,1
neutral,Each option right entitles the holder to subscribe for one new share at a subscription price of EUR0 .045 during the subscription period which ends on 31 December 2013 .,option right entitles holder subscribe one new share subscription price eur subscription period end december,1
neutral,Elisa will expand the use of this technology provided the pilot proves successful .,elisa expand use technology provided pilot prof successful,1
neutral,"Elite Residence Tower , a new development by Tameer , is located at the heart of Dubai Marina .",elite residence tower new development tameer located heart dubai marina,1
neutral,Europe needs 17 new large paper machines .,europe need new large paper machine,1
neutral,Exel wants to serve its industrial customers with individual products .,exel want serve industrial customer individual product,1
neutral,"Finnish bank Pohjola Bank Plc HEL : POH1S said today that it will issue a EUR 40 million USD 51.2 m index-linked bond , Pohjola Tutkimuksen Tahdet VIII-2010 Pohjola Research Stars VIII-2010 , on October 27 , 2010 .",finnish bank pohjola bank plc hel pohs said today issue eur million usd indexlinked bond pohjola tutkimuksen tahdet viii pohjola research star viii october,1
neutral,"Finnish diversified holding company Aspo Oyj said on September 8 , 2008 that it will sell the Finnish tape business of its Kaukomarkkinat unit to local Oy Telpak Ab .",finnish diversified holding company aspo oyj said september sell finnish tape business kaukomarkkinat unit local oy telpak ab,1
positive,"Finnish retailer Stockmann has won approval from the board of Swedish rival Lindex for a public tender offer with the aim of expanding the companies ' presence in Russia and other CEE countries , Stockmann said Monday .",finnish retailer stockmann approval board swedish rival lindex public tender offer aim expanding company presence russia cee country stockmann said monday,2
negative,"Finnish software and hardware developer Elektrobit Oyj HEL : EBG1V , or EB , said today it will temporarily lay off up to 200 people for a maximum of 90 day in Finland , aiming to achieve cost savings of EUR 1.7 million USD 2m in the second half of 2010 .",finnish software hardware developer elektrobit oyj hel ebgv eb said today temporarily lay people maximum day finland aiming achieve cost saving eur million usd second half,0
neutral,"Following the impact , the Altima hit a utility pole , causing a live electric line to fall onto the roadway .",following impact altima hit utility pole causing live electric line fall onto roadway,1
neutral,From Merisatama to the far corners of the world Asfaltti Osakeyhti+� Lemmink+�inen was established in 1910 by a group of master builders in Helsinki as a specialist business and subcontractor .,merisatama far corner world asfaltti osakeyhti� lemmink�inen established group master builder helsinki specialist business subcontractor,1
neutral,"F-Secure , a developer of security solutions as a service through Internet Service Providers and mobile operators , announced results from its annual Online Wellbeing Survey .",fsecure developer security solution service internet service provider mobile operator announced result annual online wellbeing survey,1
neutral,"Further concrete cooperation is also carried out through various projects , doctoral theses and diploma dissertations .",concrete cooperation also carried various project doctoral thesis diploma dissertation,1
neutral,"Furthermore , the company will sell the warehouse and office buildings in Loudeac and Saint Marcel and lease new joint premises for these operations in Morvillars .",furthermore company sell warehouse office building loudeac saint marcel lease new joint premise operation morvillars,1
positive,"Handelsbanken ranked before Local Cooperative Banks and Aktia in customer loyalty this time too , however .",handelsbanken ranked local cooperative bank aktia customer loyalty time however,2
neutral,He is resting comfortably and is looking forward to getting back to work . '',resting comfortably looking forward getting back work,1
neutral,"If the employee leaves the company within the duration of the cover , the money invested to ensure commitment is returned to the company .",employee leaf company within duration cover money invested ensure commitment returned company,1
neutral,"In 2008 , Kemira recorded revenue of approximately EUR 2.8 billion and had a staff of 9,400 .",kemira recorded revenue approximately eur billion staff,1
neutral,"In accordance with the terms and conditions of Alma Media 's 2006 option program , the share subscription price for the 2006A option rights was EUR 4.88 per share and the book countervalue EUR 0.60 per share .",accordance term condition alma medium option program share subscription price option right eur per share book countervalue eur per share,1
neutral,"In addition to supplying a new headbox and a modern sizing and coating unit , Vaahto Group will provide erection supervision , training and start-up services .",addition supplying new headbox modern sizing coating unit vaahto group provide erection supervision training startup service,1
neutral,"In Finland , Martela offers a comprehensive service that can cover the entire process of change from initial inventory and design to removal and maintenance .",finland martela offer comprehensive service cover entire process change initial inventory design removal maintenance,1
neutral,"In Finland , the corresponding service is Alma Media 's Etuovi.com , Finland 's most popular and best known nationwide online service for home and property sales .",finland corresponding service alma medium etuovicom finland popular best known nationwide online service home property sale,1
neutral,"In Penttil+� 's vision , the most important reason for the transaction is Russia .",penttil� vision important reason transaction russia,1
positive,"In recent months , Capman has taken significant steps to simplify its operations , CEO Lennart Simonsen said .",recent month capman taken significant step simplify operation ceo lennart simonsen said,2
neutral,"In stead of being based on a soft drink , as is usual , the Teho energy drink is made with fresh water .",stead based soft drink usual teho energy drink made fresh water,1
neutral,"In the Baltics , the merger of the businesses of the two is expected to be completed in early 2008 .",baltic merger business two expected completed early,1
neutral,"In the next few years , the ICT sector 's share of electricity consumption will be raised by the increase in the popularity of smartphones .",next year ict sector share electricity consumption raised increase popularity smartphones,1
neutral,"In the video above Marimekko 's design manager , Noora Niiininoski , explains that the brands are a natural fit for each other because they both have a timeless style .",video marimekko design manager noora niiininoski explains brand natural fit timeless style,1
neutral,It also confirmed its earnings guidance for the whole 2009 issued in its report for the whole 2008 .,also confirmed earnings guidance whole issued report whole,1
positive,"It also has strong assets in electronic media , employing 18,500 an increase of 9 percent on last year .",also strong asset electronic medium employing increase percent last year,2
neutral,It is hand-painted resin with real 14-0 trebles and is 75cm long by 25cm deep from top to bottom of the middle hook .,handpainted resin real treble cm long cm deep top bottom middle hook,1
neutral,"It is part of the development of the world-class magnetite deposit at Karara , which has the known potential for over 30 million metric tons of annual processing of magnetite over its estimated 30-year life .",part development worldclass magnetite deposit karara known potential million metric ton annual processing magnetite estimated year life,1
neutral,"It is the last smartphone running Maemo 5 , which is to be replaced with MeeGo , a joint project between Nokia , Intel and the open source community .",last smartphone running maemo replaced meego joint project nokia intel open source community,1
neutral,"It makes a wide range of mobile devices with services and software that enable people to experience music , navigation , video , television , imaging , games and business mobility .",make wide range mobile device service software enable people experience music navigation video television imaging game business mobility,1
neutral,It offers advanced machinery maintenance and process development services to the pulp and paper industry in Northern China .,offer advanced machinery maintenance process development service pulp paper industry northern china,1
neutral,"It operates under three distinct brands : United Supermarkets , Market Street and United Supermercado .",operates three distinct brand united supermarket market street united supermercado,1
neutral,"It s an area that is highly valued , because most of the land there has already been built on .",area highly valued land already built,1
positive,"Kaido Kaare , general director for Atria Eesti , says the company 's investments in the upgrade of the pig farms surpass EEK 150mn EUR 9.59 mn USD 14.19 mn in the past years .",kaido kaare general director atrium eesti say company investment upgrade pig farm surpass eek mn eur mn usd mn past year,2
neutral,"Kaukopartio Oy has acquired specialized knowledge in Far Eastern operations , and industrial sourcing services are their core competence .",kaukopartio oy acquired specialized knowledge far eastern operation industrial sourcing service core competence,1
neutral,Kaupthing Bank will publish its annual results for 2007 before markets open on Thursday 31 January .,kaupthing bank publish annual result market open thursday january,1
neutral,"LONDON AFX - UK and European brokers ' recommendations issued today , as collated by AFX News from a range of market sources .",london afx uk european broker recommendation issued today collated afx news range market source,1
neutral,"LONDON ICIS -- Tikkurila has completed the sale of its powder coatings business to Finnish industrial coatings firm Teknos Group , the Finland-based decorative paints company said on Wednesday .",london icis tikkurila completed sale powder coating business finnish industrial coating firm teknos group finlandbased decorative paint company said wednesday,1
neutral,The fine print is here .,fine print,1
neutral,M. and a Master of Business Administration MBA .,master business administration mba,1
neutral,Martela is a front runner in providing innovative solutions and customer service Martela designs and supplies interior solutions for working environments and public spaces .,martela front runner providing innovative solution customer service martela design supply interior solution working environment public space,1
neutral,More than 80 special events in the three counties during four months were hosted by the library system and its nine branch libraries .,special event three county four month hosted library system nine branch library,1
neutral,Ms Laakso will be responsible for HKScan 's HR functions and for their development in all of the Group ` smarket areas .,m laakso responsible hkscan hr function development group smarket area,1
neutral,NetCom expects to complete Turbo 3G deployment in these areas this year .,netcom expects complete turbo g deployment area year,1
neutral,"New Delhi , July 17 -- Sahlberg Teppo , Kallio Timo and Mustonen Tuomas of M Real OYJ , Espoo , Finland have developed novel markings and methods of producing the same .",new delhi july sahlberg teppo kallio timo mustonen tuomas real oyj espoo finland developed novel marking method producing,1
neutral,"Nokia Siemens Networks provides mobile and fixed network infrastructure , communications and networks service platforms , as well as professional services , to operators and service providers .",nokia siemens network provides mobile fixed network infrastructure communication network service platform well professional service operator service provider,1
positive,"Nokia will continue to invest in future development of Qt for the benefit of all users , both Commercial and LGPL .",nokia continue invest future development qt benefit user commercial lgpl,2
neutral,Nokian Tyres ' tyres are considered genuine winter tyres in Russia .,nokian tyre tyre considered genuine winter tyre russia,1
neutral,"Of these shares 29,659,239 are held by the Company or its group companies and the number of outstanding shares and voting rights attached to the shares thus amounts to 322,705,218 .",share held company group company number outstanding share voting right attached share thus amount,1
negative,"On the other hand , Finnish sawmills ' production has decreased even more .",hand finnish sawmill production decreased even,0
positive,"One of the installed elevators will be a double-deck elevator , which enables more efficient use of the building 's core space .",one installed elevator doubledeck elevator enables efficient use building core space,2
neutral,"One of the opportunities would be to bring all Baltic meat processing to Rakvere , like processing was concentrated at the Vantaa meat-packing unit in Finland , the paper wrote .",one opportunity would bring baltic meat processing rakvere like processing concentrated vantaa meatpacking unit finland paper wrote,1
neutral,"Outotec 's scope of delivery covers the engineering , supply of special equipment and services for a calcination plant with two circulating fluid bed calciners .",outotec scope delivery cover engineering supply special equipment service calcination plant two circulating fluid bed calciners,1
neutral,"Outotec 's scope of delivery includes design , basic engineering and supply of proprietary equipment for a sinter plant with a grate area of 496 square meters .",outotec scope delivery includes design basic engineering supply proprietary equipment sinter plant grate area square meter,1
neutral,"Participants at any of the book discussions or other special events , or visitors to the car dealership were eligible to enter the drawing for the 2005 silver , four-door Altima .",participant book discussion special event visitor car dealership eligible enter drawing silver fourdoor altima,1
neutral,Peigs www.peigs.se will become part of Sardus Latta Maltider Light Meals unit .,peigs wwwpeigsse become part sardus latta maltider light meal unit,1
neutral,Pharmaceuticals - Belgium This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Belgium .,pharmaceutical belgium brandnew market analysis give clear overview actual situation future outlook pharmaceutical market belgium,1
neutral,Pharmaceuticals - Czech Republic This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Czech Republic .,pharmaceutical czech republic brandnew market analysis give clear overview actual situation future outlook pharmaceutical market czech republic,1
neutral,Pharmaceuticals - Italy This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Italy .,pharmaceutical italy brandnew market analysis give clear overview actual situation future outlook pharmaceutical market italy,1
neutral,Pharmaceuticals - Netherlands This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Netherlands .,pharmaceutical netherlands brandnew market analysis give clear overview actual situation future outlook pharmaceutical market netherlands,1
neutral,Pharmaceuticals - Poland This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Poland .,pharmaceutical poland brandnew market analysis give clear overview actual situation future outlook pharmaceutical market poland,1
neutral,Pharmaceuticals - Spain This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Spain .,pharmaceutical spain brandnew market analysis give clear overview actual situation future outlook pharmaceutical market spain,1
neutral,"Product coverage : baked goods ; biscuits ; breakfast cereals Data coverage : market sizes historic and forecasts , company shares , brand shares and distribution data .",product coverage baked good biscuit breakfast cereal data coverage market size historic forecast company share brand share distribution data,1
neutral,"Pulkovo park will be ready in 2016 , its first stage of 23,000 sq. m. will be finished in the first quarter of 2010 .",pulkovo park ready first stage sq finished first quarter,1
neutral,Quality chargers under CHARGZ brand are sold in selected retail stores and other sales locations world-wide .,quality charger chargz brand sold selected retail store sale location worldwide,1
neutral,"Rapala VMC Corporation Rapala , a leading fishing tackle and sporting goods manufacturer and distributor , is the main owner of Peltonen with its 80 % shareholding .",rapala vmc corporation rapala leading fishing tackle sporting good manufacturer distributor main owner peltonen shareholding,1
neutral,"Remote Phone Management demonstrates SysOpen Digia 's unique end-to-end offering for operators , handset manufacturers and enterprise customers .",remote phone management demonstrates sysopen digia unique endtoend offering operator handset manufacturer enterprise customer,1
positive,"Renzo Piano 's building design will be a wonderful addition to London 's skyline , '' says Noud Veeger , EVP and Area Director for Central and North Europe at KONE .",renzo piano building design wonderful addition london skyline say noud veeger evp area director central north europe kone,2
neutral,"Reporting in accordance with the merged business operations will start as of January 1 , 2011 .",reporting accordance merged business operation start january,1
neutral,RusHydro has an agreement to transfer its stakes in OESK and the five ERCs into the trust management of Inter RAO .,rushydro agreement transfer stake oesk five ercs trust management inter rao,1
neutral,Russia wants to utilise its huge forest reserves in a very different way from what has been done so far .,russia want utilise huge forest reserve different way done far,1
neutral,Ruukki is restructuring commercial and industrial construction operations in pursuit of permanent improvements whilst adjusting operations to market conditions .,ruukki restructuring commercial industrial construction operation pursuit permanent improvement whilst adjusting operation market condition,1
neutral,s already good position in the technical building services market in Ostrobothnia .,already good position technical building service market ostrobothnia,1
neutral,"S Group 's loyal customer magazine Yhteishyv+� came second with 1,629,000 readers and Sanoma Corporation 's daily newspaper Helsingin Sanomat was third with 1,097,000 readers .",group loyal customer magazine yhteishyv� came second reader sanoma corporation daily newspaper helsingin sanomat third reader,1
neutral,"SCOPI Chief Business Excellence Officer , Eng .",scopi chief business excellence officer eng,1
neutral,"Seppala transferred the sale to a greater extent than last year to February , and this is reflected on the January sales figures .",seppala transferred sale greater extent last year february reflected january sale figure,1
neutral,"Stora Enso Oyj said Friday it will sell its North American unit to NewPage , in a deal valued at euro1 .82 billion US$ 2.52 million .",stora enso oyj said friday sell north american unit newpage deal valued euro billion u million,1
neutral,Subject-matter of the invention furthermore is the use of the cyclone for separating partly molten particles . '',subjectmatter invention furthermore use cyclone separating partly molten particle,1
neutral,"Taking a cue from the playbook of the East Dillon Lions , we 've created a special team of heavy-hitting style players , such as boot-cut jeans , tummy tops and , of course , cowboy boots .",taking cue playbook east dillon lion created special team heavyhitting style player bootcut jean tummy top course cowboy boot,1
neutral,"Tekla 's defense business employs over 20 persons and is located in Espoo , Finland .",tekla defense business employ person located espoo finland,1
neutral,"Tekla 's software solutions make customers ' core processes more effective in building and construction , energy distribution , infrastructure management and water supply .",tekla software solution make customer core process effective building construction energy distribution infrastructure management water supply,1
positive,Tekla will implement the renewal in software versions which will be introduced in spring 2011 .,tekla implement renewal software version introduced spring,2
neutral,"Tekla will organize an information meeting for analysts and media at WTC Helsinki Marski meeting room , Aleksanterinkatu 17 , the same day at 12:30 - 1:30 p.m. Light lunch will be served .",tekla organize information meeting analyst medium wtc helsinki marski meeting room aleksanterinkatu day pm light lunch served,1
positive,The aim is to convert the plants into flexible manufacturers of new and technologically demanding products .,aim convert plant flexible manufacturer new technologically demanding product,2
neutral,The aim is to develop open-source application solutions .,aim develop opensource application solution,1
neutral,"The Annual General Meeting approved a dividend of EUR 0.10 per share , that is , a total of EUR 7,8 million .",annual general meeting approved dividend eur per share total eur million,1
neutral,"The Annual General Meeting approved that the yearly remuneration for the members of the Board of Directors shall remain at EUR 40.000 for the Chairman of the Board , EUR 30.000 for the Deputy Chairman of the Board and EUR 20.000 for other members of the Board .",annual general meeting approved yearly remuneration member board director shall remain eur chairman board eur deputy chairman board eur member board,1
positive,The annual Thesis contest is aimed to enhance the thesis quality and to strengthen the thesis culture in polytechnics .,annual thesis contest aimed enhance thesis quality strengthen thesis culture polytechnic,2
neutral,"The board machine , which will have a wire width of 6.25 m and a design speed of 900 m-min , will produce close to 1,400 tonnes of folding boxboard per day .",board machine wire width design speed mmin produce close tonne folding boxboard per day,1
neutral,The board of directors also proposed that a dividend of EUR0 .20 per outstanding share be paid .,board director also proposed dividend eur per outstanding share paid,1
neutral,"The change in holdings in accordance with Chapter 2 , Section 9 of the Finnish Securities Markets Act is described below .",change holding accordance chapter section finnish security market act described,1
neutral,"The company also appointed Leif Rosen head of the Special Plate unit which includes the quarto plate units in Degerfors , Sweden , and New Castle , USA , the unit in Willich , Germany , as well as Pressplate and Prefab in Avesta and Plate Service Centre Nordic in Degerfors .",company also appointed leif rosen head special plate unit includes quarto plate unit degerfors sweden new castle usa unit willich germany well pressplate prefab avesta plate service centre nordic degerfors,1
neutral,"The company designs , manufactures and markets advanced composite products for industrial applications and consumer goods such as cross-country , alpine and Nordic Walking poles , floorball sticks and antenna radomes .",company design manufacture market advanced composite product industrial application consumer good crosscountry alpine nordic walking pole floorball stick antenna radome,1
neutral,"The company had earlier said that it was considering different strategic options for the struggling low-cost mobile operator , including a divestment of its holding .",company earlier said considering different strategic option struggling lowcost mobile operator including divestment holding,1
neutral,The company had hoped the new plant would be on stream by the end of 2008 .,company hoped new plant would stream end,1
neutral,"The company is owned by the State of Finland and the European Aeronautic Defense and Space Company EADS N.V. Tekla is an international software company that provides solutions for building and construction , energy distribution and municipalities .",company owned state finland european aeronautic defense space company eads nv tekla international software company provides solution building construction energy distribution municipality,1
neutral,The company pledged that the new software would render e-mails and other documents much as they appear on desktop computers .,company pledged new software would render email document much appear desktop computer,1
positive,The company 's advantage in pricing can be seen in the significantly lower prices offered by the new unmanned stations .,company advantage pricing seen significantly lower price offered new unmanned station,2
neutral,"The company said Offshore segment represented 43 % of the total marine engines orders for the July-September 2010 period , Merchant 33 % , Special vessels 18 % , and Cruise and Ferry , and Ship Design -- 2 % and 3 % , respectively .",company said offshore segment represented total marine engine order julyseptember period merchant special vessel cruise ferry ship design respectively,1
neutral,"The company said production volumes so far indicate the circuit is capable of the targeted output rate of 60,000 tonnes per day , or 22 million tonnes a year .",company said production volume far indicate circuit capable targeted output rate tonne per day million tonne year,1
neutral,"The company said that currently the French distribution unit Ragot is located in Loudeac , Normandy , the distribution unit Waterqueen and line supplier Tortue in Saint Marcel in mid-France and the hook manufacturing unit VMC and hook distribution unit VMC Europe in Morvillars .",company said currently french distribution unit ragot located loudeac normandy distribution unit waterqueen line supplier tortue saint marcel midfrance hook manufacturing unit vmc hook distribution unit vmc europe morvillars,1
